mnemonic,number,id
MATH,980,4883
MATH,982,4884
MDST,800,4920
MATH,997,4886
MATH,999,4887
MED,610,4922
MED,670,4939
MED,613,4923
MED,615,4924
MED,616,4925
MDST,110,4888
MDST,200,4889
MDST,205,4890
MED,618,4926
MDST,270,4891
MDST,275,4892
MDST,285,4893
MDST,300,4894
MDST,303,4895
MDST,315,4896
MDST,321,4897
MDST,332,4898
MDST,333,4899
MDST,341,4900
MDST,342,4901
MDST,350,4902
MDST,351,4903
MED,682,4942
MDST,359,4904
MDST,367,4905
MDST,369,4906
MED,622,4927
MDST,377,4907
MED,608,4921
MDST,385,4909
MED,625,4928
MDST,401,4910
MDST,414,4911
MDST,419,4912
MDST,432,4913
MDST,433,4914
MDST,451,4915
MDST,463,4916
MDST,490,4917
MDST,496,4918
MED,698,4943
MED,630,4929
MED,632,4930
MED,642,4931
MED,699,4944
MESA,100,4945
MED,646,4932
MED,648,4933
MESA,494,4946
MED,650,4934
MESA,497,4947
MED,652,4935
MESA,802,4948
MISC,4,4959
MICR,803,4950
MED,672,4940
MED,680,4941
MICR,815,4951
MICR,838,4952
MICR,842,4953
MICR,882,4954
MICR,892,4955
MICR,992,4956
MISC,489,4966
MISC,2,4958
MISC,6,4960
MISC,8,4961
MSE,452,4974
MISC,102,4962
MISC,498,4967
MISC,202,4963
MISC,302,4964
MISC,402,4965
MSE,209,4969
MSE,201,4968
MSE,301,4970
MSE,306,4971
MSE,310,4972
MSE,432,4973
MSE,693,4979
MSE,602,4975
MSE,608,4976
MSE,624,4977
MSE,667,4978
MSE,695,4981
MSE,694,4980
MSE,793,4985
MSE,702,4982
MSE,703,4983
MSE,714,4984
MATH,996,4885
MSE,997,4988
MSE,999,4989
MUSI,131,5024
MSP,480,4990
MUBD,260,4991
MUEN,250,4992
MUEN,360,4993
MUPF,259,5011
MUSI,225,5031
MUPF,253,5005
MUSI,230,5032
MUPF,357,5018
MUSI,235,5033
MUSI,294,5034
MUEN,361,4994
MUEN,362,4995
MUSI,303,5035
MUSI,305,5036
MUPF,254,5006
MUPF,351,5012
MUPF,358,5019
MUPF,359,5020
MUSI,309,5037
MUPF,360,5021
MUPF,255,5007
MUEN,363,4996
MUEN,364,4997
MUEN,365,4998
MUEN,367,4999
MUEN,368,5000
MUEN,369,5001
MUPF,156,5002
MUPF,494,5022
MUPF,352,5013
MUSI,732,5053
MUSI,332,5038
MUPF,353,5014
NASC,311,5070
MUSI,740,5054
MUSI,333,5039
MUSI,101,5023
MUSI,337,5040
MUPF,256,5008
MUPF,251,5003
MUPF,354,5015
MUSI,162,5025
MUSI,194,5026
MUPF,355,5016
MUPF,257,5009
MUSI,747,5055
MUPF,252,5004
MUSI,782,5056
MUSI,207,5027
MUSI,394,5042
MUSI,882,5057
MUSI,896,5061
MUPF,356,5017
MUSI,420,5043
MUPF,258,5010
MUSI,426,5044
MUSI,212,5028
MUSI,435,5045
MUSI,213,5029
MUSI,884,5058
MUSI,222,5030
MUSI,440,5046
MUSI,443,5047
MUSI,447,5048
MUSI,472,5049
MUSI,892,5059
MUSI,494,5050
MUSI,708,5051
MUSI,725,5052
MUSI,894,5060
MUSI,898,5062
MUSI,999,5066
MUSI,992,5063
MUSI,994,5064
MUSI,997,5065
NCBM,3,5085
NASC,102,5067
NASC,202,5068
NASC,301,5069
NASC,352,5071
NASC,400,5072
NASC,402,5073
NCAM,4,5074
NCAM,5,5075
NCAM,6,5076
NCAM,7,5077
NCAM,9,5078
NCAR,9,5079
NCAR,15,5080
NCAR,21,5081
NCAR,39,5082
NCAR,48,5083
NCBM,1,5084
NCBM,4,5086
NCBM,5,5087
NCBM,11,5088
NCBM,18,5089
NCBM,37,5091
NCBM,38,5092
NCBM,50,5093
NCBM,55,5094
MSE,897,4986
MSE,898,4987
MUSI,339,5041
NCED,120,5134
NCBM,58,5096
NCBM,71,5097
NCBM,74,5098
NCBM,75,5099
NCEL,3,5135
NCBM,79,5100
NCBM,81,5101
NCBM,82,5102
NCBM,92,5103
NCBM,93,5104
NCBM,98,5105
NCEL,4,5136
NCBM,99,5106
NCBM,119,5111
NCBM,101,5108
NCBM,103,5109
NCBM,114,5110
EDIS,9740,947
NCED,8,5116
NCBM,122,5112
NCBM,125,5115
NCED,92,5124
NCEL,5,5137
NCED,35,5117
NCED,57,5118
NCED,58,5119
NCED,59,5120
NCED,60,5121
NCED,61,5122
NCED,62,5123
NCED,93,5125
NCED,99,5126
NCED,100,5127
NCED,102,5128
NCFA,15,5138
NCED,107,5130
NCED,110,5131
NCED,111,5132
NCFA,35,5139
NCED,116,5133
NCFA,36,5140
NCFA,39,5141
NCFA,43,5142
NCFL,4,5143
NCFL,34,5144
NCFL,35,5145
NCFL,36,5146
NCFL,44,5147
NCFL,45,5148
NCFL,63,5149
NCFL,65,5150
NCFL,73,5151
NCFL,80,5152
NCHP,15,5153
NCLE,1,5154
NCLE,5,5155
NCLE,16,5156
NCLE,18,5157
NCLE,19,5158
NCPD,7,5159
NCPD,15,5160
NCPD,19,5161
NCPD,38,5162
NCSS,90,5174
NCPD,86,5163
NCPH,4,5164
NCPH,5,5165
NCPH,6,5166
NCPR,1,5167
NCPR,2,5168
NCPR,3,5169
NCPR,4,5170
NCSS,58,5171
NCSS,77,5172
NCTH,8,5175
NCSS,88,5173
NESC,395,5176
NESC,396,5177
NESC,399,5178
NESC,496,5180
NESC,495,5179
NESC,498,5181
NESC,533,5182
NESC,706,5183
NESC,720,5184
NESC,802,5185
NESC,808,5186
NESC,816,5187
NESC,845,5188
NESC,997,5190
NESC,999,5191
NRES,2,5192
NRGA,2,5193
NUCO,103,5194
NCBM,57,5095
NCBM,100,5107
NESC,850,5189
PC,503,5245
NUIP,340,5210
NUCO,302,5195
NUIP,343,5211
NUIP,414,5212
NUIP,415,5213
PC,506,5246
NUCO,323,5197
NUIP,417,5214
NUIP,418,5215
NUIP,446,5216
NUIP,451,5217
NURS,295,5218
NURS,388,5219
NURS,490,5220
NURS,491,5221
NUCO,331,5198
NURS,492,5222
PC,507,5247
NURS,493,5223
NURS,496,5224
NUCO,332,5199
PATH,807,5225
PATH,814,5226
PATH,844,5227
NUCO,333,5200
PATH,846,5228
NUCO,433,5201
NUCO,435,5202
NUCO,472,5203
PATH,848,5229
PATH,850,5230
PATH,858,5231
NUCO,473,5204
PATH,862,5232
PATH,892,5233
PATH,995,5234
NUCO,474,5205
PATH,999,5236
PC,401,5237
PC,510,5248
PC,403,5238
PC,404,5239
NUCO,475,5206
NUIP,311,5207
NUIP,315,5208
PERS,102,5253
NUIP,316,5209
PC,501,5243
PC,407,5240
PC,409,5241
PC,422,5242
PC,521,5250
PC,523,5251
PC,502,5244
PC,526,5252
PHAR,902,5266
PHAR,997,5268
PHAR,814,5264
PERS,202,5254
PERS,302,5255
PHAR,999,5269
PERS,423,5256
PERS,494,5257
PERS,802,5258
PETR,332,5259
PETR,532,5260
PHAR,630,5261
PHAR,702,5262
PHAR,812,5263
PHAR,996,5267
PHAR,897,5265
PHIL,161,5276
PHIL,100,5270
PHIL,120,5271
PHIL,121,5272
PHIL,141,5273
PHIL,153,5274
PHIL,493,5295
PHIL,312,5283
PHIL,242,5281
PHIL,202,5277
PHIL,206,5278
PHIL,154,5275
PHIL,313,5284
PHIL,212,5279
PHIL,332,5285
PHIL,231,5280
PHIL,265,5282
PHIL,334,5286
PHIL,351,5287
PHIL,352,5288
PHIL,355,5289
PHIL,399,5290
PHIL,411,5291
PHIL,415,5292
PHIL,459,5293
PHIL,490,5294
PHIL,494,5296
PHIL,498,5297
PHIL,705,5298
PHIL,713,5299
PHIL,715,5300
NUCO,303,5196
PATH,997,5235
PC,520,5249
PHS,506,5315
LAW,9308,14118
PHS,510,5316
PHY,999,5366
PHS,520,5317
PHS,531,5318
PHS,547,5319
PHS,552,5320
PHS,556,5321
PHS,560,5322
PHS,561,5323
PHS,562,5324
PHS,563,5325
PHS,564,5326
PHS,570,5327
PHS,702,5337
PHS,596,5329
PHS,656,5330
PHS,660,5331
PHS,661,5332
PHS,662,5333
PHS,663,5334
PHS,664,5335
PHS,681,5336
PHS,888,5353
PHS,705,5338
PHS,706,5339
PHY,996,5364
PHS,710,5340
PHS,711,5341
PHS,712,5342
PHS,718,5343
PHS,719,5344
PHS,720,5345
PHS,731,5346
PHS,742,5347
PHS,747,5348
PHS,749,5349
PHY,997,5365
PHS,751,5350
PHS,752,5351
PHS,811,5352
PHS,890,5354
PHS,892,5355
PHS,894,5356
PHS,895,5357
PHS,896,5358
PHY,894,5363
PHS,898,5359
PHY,704,5360
PHY,802,5361
PHY,893,5362
PHYS,142,5391
PHYE,144,5382
PHYE,147,5383
PHYE,150,5384
PHYE,110,5367
PHYE,111,5368
PHYE,152,5385
PHYE,112,5369
PHYE,113,5370
PHYE,114,5371
PHYE,183,5386
PHYE,115,5372
PHYE,117,5373
PHYE,118,5374
PHYE,120,5375
PHYE,130,5376
PHYE,131,5377
PHYS,102,5387
PHYE,132,5378
PHYS,103,5388
PHYS,106,5389
PHYS,112,5390
PHYE,140,5379
PHYE,142,5380
PHYS,200,5393
PHYE,143,5381
PHYS,252,5398
PHYS,304,5400
PHYS,232,5397
PHYS,222,5396
PHYS,312,5401
PHYS,318,5402
PHYS,202,5394
PHYS,254,5399
PHYS,593,5412
PHYS,319,5403
PHYS,152,5392
PHYS,342,5404
PHYS,356,5405
PHYS,512,5407
PHYS,393,5406
PHYS,524,5408
PHYS,532,5409
PHYS,554,5410
PHYS,582,5411
PHYS,606,5413
PHYS,620,5414
PHYS,641,5415
PHYS,743,5416
PHYS,752,5417
PHYS,797,5418
PHYS,822,5419
PHS,581,5328
PHYS,831,5420
PHYS,845,5421
PHYS,854,5422
PHYS,861,5423
PHYS,871,5424
PHYS,896,5425
PHYS,897,5426
PHYS,997,5433
PHYS,902,5428
PHYS,952,5429
PHYS,962,5430
PHYS,972,5431
PHYS,982,5432
PHYS,999,5434
PLAN,489,5456
PLAC,513,5435
PLAC,524,5436
PLAC,547,5437
PLAC,556,5438
PLAC,560,5439
PLAC,569,5440
PLAC,583,5441
PLAC,806,5442
PLAD,224,5443
PLAD,490,5444
PLAD,496,5445
PLAD,710,5446
PLAD,775,5447
PLAD,812,5448
PLAD,875,5449
PLAD,890,5450
PLAN,202,5451
PLAN,305,5452
PLAN,325,5453
PLAN,897,5472
PLAN,404,5454
PLAN,483,5455
PLAN,598,5468
PLAN,498,5457
PLAN,502,5458
PLAN,504,5459
PLCP,243,5503
PLAN,604,5469
PLAN,508,5460
PLAN,525,5461
PLAN,540,5462
PLAN,541,5463
PLAN,549,5464
PLAP,524,5487
PLAN,553,5465
PLAN,563,5466
PLAN,605,5470
PLAN,565,5467
PLAN,896,5471
PLAP,227,5476
PLAN,898,5473
PLAP,584,5488
PLAP,319,5478
PLCP,300,5504
PLAP,324,5479
PLAP,595,5489
PLAP,331,5480
PLAP,381,5481
PLAP,711,5490
PLAP,766,5491
PLAP,101,5474
PLAP,225,5475
PLAP,382,5482
PLAP,824,5492
PLAP,413,5483
PLAP,314,5477
PLAP,898,5494
PLAP,997,5495
PLAP,424,5484
PLAP,440,5485
PLAP,490,5486
PLCP,342,5509
PLAP,999,5496
PLCP,101,5497
PLCP,201,5498
PLCP,324,5507
PLCP,211,5499
PLCP,418,5510
PLCP,311,5505
PLCP,224,5500
PLCP,241,5501
PLCP,242,5502
PLCP,321,5506
PLCP,420,5511
PLCP,595,5522
PLCP,341,5508
PLCP,501,5514
PLCP,441,5512
PLCP,498,5513
PLCP,511,5515
PLCP,523,5516
PLCP,525,5517
PLCP,541,5518
PLCP,553,5519
PLCP,555,5520
PLCP,581,5521
PLCP,897,5526
PLCP,725,5523
PLCP,820,5524
PLCP,888,5525
PLAP,897,5493
PLIR,300,5532
SOC,463,5874
PLIR,595,5550
PLIR,302,5534
PLIR,306,5535
PLIR,324,5536
PLPT,310,5562
PLPT,311,5563
PLPT,595,5573
PLPT,407,5565
PLIR,897,5554
PLIR,340,5538
PLPT,410,5566
PLIR,351,5539
PLIR,365,5540
PLIR,366,5541
PLIR,422,5542
PLPT,421,5567
PLIR,424,5543
PLIR,498,5544
PLIR,524,5545
PLIR,556,5546
PLIR,562,5547
PLPT,490,5568
PLIR,563,5548
PLIR,572,5549
PLPT,498,5569
PLIR,898,5555
PLIR,700,5551
PLIR,839,5552
PLIR,863,5553
PLIR,997,5556
PLIR,999,5557
PLPT,101,5558
PLPT,302,5561
PLPT,501,5570
PLPT,503,5571
PLPT,524,5572
PLPT,403,5564
PLPT,210,5559
PLPT,897,5577
PLPT,301,5560
PLPT,700,5574
PLPT,802,5575
PLPT,821,5576
PLPT,898,5578
PLPT,997,5579
PLPT,999,5580
PSED,603,5594
POL,122,5581
POL,222,5582
PORT,212,5583
PSMT,607,5609
PSED,601,5592
PPL,399,5584
PSED,602,5593
PPL,401,5585
PPOL,525,5586
PPOL,705,5587
PPOL,740,5588
PPOL,745,5589
PPOL,750,5590
PPOL,751,5591
PSED,612,5599
PSPA,502,5610
PSED,624,5606
PSPA,503,5611
PSED,605,5595
PSED,608,5596
PSED,617,5602
PSED,611,5598
PSPL,501,5613
PSED,623,5605
PSPL,101,5612
PSED,621,5604
PSEW,618,5607
PSMT,602,5608
PSSP,100,5614
PST,487,5615
PST,488,5616
PST,497,5617
PSWD,590,5619
PST,498,5618
PSYC,101,5620
PSYC,200,5621
PSYC,205,5622
PSYC,215,5623
PSYC,220,5624
PSYC,240,5625
PSYC,341,5631
PSYC,260,5627
PSYC,305,5628
PSYC,306,5629
PSYC,314,5630
PSYC,348,5632
PLIR,301,5533
PSED,609,5597
PSED,613,5600
PSED,614,5601
PSED,618,5603
PSYC,250,5626
PSYC,404,5643
PSYC,411,5648
PSYC,406,5645
PSYC,796,5680
PSYC,407,5646
PSYC,409,5647
PSYC,485,5656
PSYC,797,5681
PSYC,412,5649
PSYC,804,5682
PSYC,881,5683
PSYC,420,5650
PSYC,423,5651
PSYC,425,5652
PSYC,882,5684
PSYC,446,5653
PSYC,449,5654
PSYC,469,5655
PSYC,486,5657
PSYC,495,5660
PSYC,883,5685
PSYC,898,5687
PSYC,997,5722
PSYC,904,5688
PSYC,492,5658
PSYC,494,5659
PSYC,496,5661
PSYC,897,5686
PSYC,497,5662
PSYC,498,5663
PSYC,510,5664
PSYC,520,5665
PSYC,541,5666
PSYC,555,5667
PSYC,906,5689
PSYC,715,5668
PSYC,725,5669
PSYC,741,5670
PSYC,744,5671
PSYC,910,5690
PSYC,745,5672
PSYC,759,5673
PSYC,914,5691
PSYC,772,5674
PSYC,791,5675
PSYC,792,5676
PSYC,793,5677
PSYC,794,5678
PSYC,795,5679
PSYC,916,5692
PSYC,918,5693
PSYC,920,5694
PSYC,924,5695
PSYC,926,5696
PSYC,928,5697
PSYC,930,5698
PSYC,932,5699
PSYC,934,5700
PSYC,936,5701
PSYC,946,5702
PSYC,950,5703
PSYC,952,5704
PSYC,958,5705
PSYC,962,5706
PSYC,964,5707
PSYC,966,5708
PSYC,968,5709
PSYC,970,5710
PSYC,972,5711
PSYC,974,5712
PSYC,976,5713
PSYC,978,5714
PSYC,980,5715
PSYC,982,5716
PSYC,984,5717
PSYC,988,5718
PSYC,990,5719
PSYC,992,5720
PSYC,998,5723
PSYC,994,5721
PSYC,999,5724
RELB,355,5733
RELB,102,5729
RELA,285,5725
RELA,390,5726
RELA,410,5727
RELA,710,5728
RELB,254,5730
RELB,277,5731
RELB,315,5732
RELB,517,5734
RELB,548,5735
RELB,568,5736
RELB,581,5737
RELB,702,5738
RELB,826,5739
RELC,122,5740
RELC,150,5741
RELC,206,5742
RELC,285,5743
RELC,317,5744
RELC,340,5745
RELC,362,5746
PSYC,403,5642
PSYC,405,5644
RELC,364,5747
RELC,444,5748
RELC,461,5749
RELG,772,5772
RELC,523,5750
RELG,800,5773
RELC,526,5751
RELC,583,5752
RELC,762,5753
RELC,892,5754
RELG,835,5774
RELG,855,5775
RELG,899,5776
RELH,314,5777
RELH,330,5778
RELH,374,5779
RELI,207,5780
RUTR,232,5820
RELG,104,5755
RELG,110,5756
RUTR,273,5821
RELI,208,5781
RELI,311,5782
RELI,367,5783
RELG,216,5757
RUTR,336,5822
RELG,219,5758
RELI,390,5784
RELI,804,5785
RELJ,112,5786
RELJ,202,5787
RELJ,217,5788
RELG,230,5759
RUSS,202,5804
RELG,400,5765
RUSS,302,5805
RELG,345,5761
RELG,351,5762
RELG,362,5763
RELJ,283,5789
RELG,378,5764
RELJ,317,5790
RELG,422,5766
RELG,423,5767
RELJ,361,5791
RELG,554,5768
RELG,561,5769
RELG,569,5770
RELG,753,5771
RELJ,396,5792
RELJ,524,5793
RUSS,402,5806
RELS,495,5794
RELS,496,5795
RELS,498,5796
RUSS,452,5807
RUSS,498,5808
RELS,997,5801
RELS,999,5802
RUSS,501,5809
RUTR,373,5823
RUSS,505,5810
RUSS,552,5811
RUSS,556,5812
RUSS,558,5813
RUSS,592,5814
RUTR,392,5824
RUSS,895,5815
RUSS,897,5816
RUSS,898,5817
RUSS,997,5818
RUSS,999,5819
SANS,102,5825
SANS,202,5826
SANS,502,5827
SANS,504,5828
SANS,702,5829
SATR,328,5833
SATR,528,5834
SAST,270,5830
SAST,496,5831
SATR,300,5832
SLAV,225,5839
SEMS,367,5837
SLAV,591,5841
SEMS,115,5836
SEMS,480,5838
SLAV,897,5842
SLAV,898,5843
SLAV,236,5840
SLAV,999,5845
SLFK,212,5846
SOC,101,5848
SLTR,236,5847
SOC,220,5852
SOC,200,5849
SOC,201,5850
SOC,202,5851
SOC,222,5853
SOC,223,5854
SOC,225,5855
SOC,252,5856
RELG,263,5760
RELS,895,5797
RELS,896,5798
RELS,897,5799
RELS,898,5800
SEMS,101,5835
SLAV,997,5844
SOC,260,5857
SOC,804,5888
SOC,854,5889
SOC,312,5860
SOC,306,5859
SOC,897,5890
SOC,313,5861
SOC,901,5892
SOC,906,5893
SOC,999,5895
SOC,341,5864
SOC,331,5862
SOC,338,5863
SOC,441,5871
SOC,347,5865
SOC,371,5866
SOC,396,5867
SOC,417,5868
SOC,423,5869
SOC,435,5870
SOC,452,5872
SOC,459,5873
SPAN,479,5926
SOC,464,5875
SOC,479,5876
SPAN,486,5927
SPAN,102,5896
SPAN,340,5910
SPAN,490,5928
SPAN,341,5911
SPAN,342,5912
SPAN,492,5929
SOC,482,5877
SOC,485,5878
SOC,487,5879
SOC,497,5880
SOC,498,5881
SPAN,309,5902
SOC,511,5882
SOC,512,5883
SPAN,111,5898
SOC,557,5884
SOC,572,5885
SOC,736,5886
SOC,758,5887
SPAN,112,5899
SPAN,343,5913
SPAN,310,5903
SPAN,413,5915
SPAN,499,5934
SPAN,570,5939
SPAN,201,5900
SPAN,422,5916
SPAN,494,5931
SPAN,312,5905
SPAN,423,5917
SPAN,427,5918
SPAN,496,5932
SPAN,428,5919
SPAN,430,5920
SPAN,313,5906
SPAN,440,5921
SPAN,314,5907
SPAN,315,5908
SPAN,455,5922
SPAN,465,5923
SPAN,498,5933
SPAN,470,5924
SPAN,493,5930
SPAN,582,5940
SPAN,895,5948
SPAN,501,5935
SPAN,502,5936
SPAN,516,5937
SPAN,523,5938
SPAN,596,5941
SPAN,722,5942
SPAN,732,5943
SPAN,784,5944
SPAN,852,5946
SPAN,788,5945
SPAN,874,5947
SPAN,995,5950
SPAN,897,5949
SPAN,999,5952
SPAN,997,5951
STAT,110,5953
STAT,202,5954
STAT,312,5956
STAT,322,5957
STAT,398,5958
STAT,500,5959
STAT,513,5960
STAT,519,5961
STAT,547,5962
STAT,549,5963
SOC,302,5858
SOC,898,5891
SOC,997,5894
SPAN,202,5901
SPAN,311,5904
SPAN,330,5909
SPAN,411,5914
SPAN,473,5925
STAT,212,5955
SYS,895,6025
SYS,334,5999
SYS,360,6000
STS,395,5977
SYS,362,6001
SYS,444,6002
URDU,494,6041
SYS,453,6003
URDU,502,6042
SYS,727,6019
SYS,730,6020
SYS,750,6021
STS,200,5974
STS,214,5975
STS,302,5976
STS,401,5978
STS,402,5979
SYS,782,6022
SYS,796,6023
SYS,893,6024
SYS,897,6026
SYS,898,6027
SYS,997,6028
SYS,999,6029
SYS,454,6004
SWAG,258,5984
STS,555,5980
SWAG,101,5981
SWAG,224,5982
SWAG,237,5983
SWAH,102,5995
SWAG,289,5985
SWAG,309,5986
SWAG,340,5987
SYS,481,6005
SWAG,381,5988
SWAG,389,5989
SWAG,405,5990
SWAG,414,5991
SWAG,422,5992
SWAG,435,5993
SWAG,492,5994
SYS,495,6006
SWAH,202,5996
SYS,202,5997
TBTN,102,6030
SYS,204,5998
SYS,601,6011
SYS,532,6007
SYS,534,6008
SYS,544,6009
SYS,595,6010
AAS,402,6046
SYS,693,6017
TBTN,202,6031
SYS,602,6012
SYS,613,6013
SYS,614,6014
SYS,650,6015
SYS,682,6016
SYS,695,6018
TBTN,302,6032
TBTN,304,6033
TBTN,502,6034
TBTN,504,6035
ALAR,501,6047
TMP,351,6036
TMP,352,6037
TURK,101,6038
TURK,494,6039
URDU,302,6040
ALAR,502,6048
ALAR,503,6049
AM,795,6050
USEM,171,6043
ANTH,205,6051
ANTH,240,6052
ANTH,256,6053
ANTH,292,6054
ANTH,369,6055
ANTH,381,6056
USEM,181,6044
YIDD,106,6045
ANTH,461,6057
ANTH,595,6058
APMA,109,6059
APMA,693,2966
APMA,795,6060
ARAB,202,2978
ARAB,101,6061
ARAB,201,6062
ARAB,493,6063
ARAH,563,6064
ARCH,201,6065
ARCH,204,6066
ARCH,500,6067
ARCH,598,6068
ARCH,852,6069
ARH,112,6070
ARH,556,6071
ARH,599,6072
ARTH,100,3083
ARTH,101,6073
ARTH,216,6074
ARTH,269,6075
STS,101,5973
ARTH,300,3099
ARTH,316,6078
ARTH,336,6079
ARTH,591,6080
ARTH,894,6081
ARTH,898,6082
ARTH,999,6083
ARTS,253,6084
ARTS,262,6085
ARTS,381,6086
ARTS,481,6087
ASTR,124,3155
ASTR,342,3161
BIOL,201,6088
BIOL,203,6089
BIOL,207,6090
BIOL,350,6091
BIOL,351,6092
BIOL,358,6093
BIOL,359,6094
CHEM,341,6123
BIOL,385,6095
BIOL,463,6096
BIOL,464,6097
BIOL,465,6098
CHEM,441,6124
BIOL,498,3271
BIOL,501,6099
BIOL,597,6100
BIOL,598,6101
BIOL,599,6102
BIOL,711,6103
BIOL,851,6104
BIOL,858,6105
BIOL,859,6106
BIOL,863,6107
BIOL,864,6108
BIOL,898,3284
BIOM,453,6109
BIOM,795,6110
BUS,501,6111
BUS,504,6112
BUS,507,6113
BUS,530,6114
CE,230,6115
CE,451,6116
CE,495,6117
CE,693,3386
CE,795,6118
CHE,693,6119
CHE,695,6120
CHE,895,6121
CHEM,701,6125
CHEM,141,6122
CHEM,945,6126
CHEM,995,6127
CHIN,101,6128
CHIN,201,6129
CHIN,301,6130
CHIN,399,6131
CHIN,401,6132
CHIN,501,6133
CS,453,6145
CHIN,568,6134
CHIN,701,6135
COMM,310,6136
COMM,311,6137
COMM,314,6138
COMM,444,6139
COMM,459,6140
CS,795,6146
COMM,465,6141
COMM,474,6142
COMM,510,6143
CS,445,6144
DRAM,203,6147
DRAM,207,6148
DRAM,271,6149
DRAM,493,3656
DRAM,894,6150
EAST,131,6151
EAST,132,6152
ECE,795,6153
ECON,303,6154
ECON,995,6155
EDHS,457,6156
EDHS,548,6157
EDHS,557,6158
EDHS,560,6159
EDHS,708,6160
EDHS,709,6161
EDHS,729,6162
EDHS,733,6163
EDHS,758,6164
EDHS,812,6165
EDHS,899,6166
EDIS,287,6167
EDIS,513,6168
EDIS,548,6169
EDIS,770,3901
EDIS,773,6170
EDIS,774,6171
EDLF,427,6172
EDLF,707,6173
EDLF,714,6174
EDLF,727,6175
EDLF,764,6176
EDLF,779,6177
EDLF,780,6178
EDLF,855,6179
EDLF,861,6180
EDLF,896,6181
EDLF,899,6182
EDLF,993,4002
ENAM,358,6183
ENEC,383,6184
ENGL,493,6185
ENGN,350,6186
ENGN,353,6187
ENGR,295,4039
ENGR,496,6188
ENGR,689,6189
ENGR,795,6190
ENGR,897,6191
ENGR,997,6192
ENPG,876,6193
ENSP,355,6194
ENSP,365,6195
ENSP,385,6196
ENSP,481,6197
ENSP,645,6198
ENWR,220,6199
ENWR,301,6200
KINE,8500,11362
ENWR,359,6201
ENWR,495,6202
EP,495,6203
EP,693,6204
EP,695,6205
EP,795,6206
EP,895,6207
EVSC,250,6208
EVSC,360,6209
EVSC,461,6210
EVSC,490,6211
EVSC,491,6212
EVSC,492,6213
EVSC,493,6214
EVSC,495,6215
EVSC,598,6216
EVSC,993,6217
EVSC,997,4201
BENG,2020,9451
AMST,4993,35
LAW,9309,14119
BIMS,8062,9453
BIMS,8082,9454
SOC,5150,9852
SOC,7102,9853
BENG,4993,9452
DRAM,8420,7643
FREN,347,6219
FREN,445,6220
FREN,446,6221
FREN,447,6222
FREN,483,6223
FREN,493,6224
FREN,593,6225
FREN,594,6226
GBUS,727,6228
GBUS,781,6229
GCNL,504,6230
GCNL,514,6231
GCNL,515,6232
HIND,101,6262
GCNL,519,6233
GCOM,521,6234
GCOM,523,6235
GCOM,589,6236
GCOM,721,6237
HIST,216,6263
GCOM,726,6238
GCOM,734,6239
HIST,316,6264
GCOM,736,6240
GCOM,738,6241
HIUS,201,6265
GCOM,750,6242
GCOM,751,6243
HIUS,329,6266
GCOM,779,6244
GCOM,780,6245
GERM,493,6246
GERM,595,6247
GERM,996,6248
GETR,346,4415
GNUR,516,6249
GNUR,566,6250
GNUR,569,6251
GNUR,598,6252
GNUR,759,6253
GNUR,774,6254
GNUR,783,6255
GNUR,792,6256
GNUR,793,4447
GNUR,849,6257
GNUR,861,6258
HIUS,626,6267
GNUR,896,6259
HIAF,201,6260
HIEU,201,6261
HR,404,6268
HR,405,6269
HR,407,6270
INST,100,6271
ISBU,377,6272
ISED,461,6273
ISHU,308,6274
ISHU,309,6275
ISHU,316,6276
ISHU,325,6277
ISHU,328,6278
ISHU,329,6279
ISHU,361,6280
ISHU,362,6281
ISLS,308,6282
ISLS,322,6283
ISLS,325,6284
ISLS,410,6285
ISLS,412,6286
ISLS,414,6287
ISSS,308,6288
ISSS,345,6289
ISSS,367,6290
ISSS,368,6291
ISSS,377,6292
ISSS,406,6293
ISSS,440,6294
IT,320,6295
IT,321,6296
IT,323,6297
IT,333,6298
IT,501,6299
IT,506,6300
LATI,101,6305
ITAL,101,6301
LATI,495,6306
ITAL,898,6302
ITAL,999,6303
LAR,897,6304
LATI,703,6307
LING,108,4757
LING,511,6308
MAE,230,6309
MAE,495,6310
MAE,693,6311
MAE,795,6312
MAE,895,6313
MATH,103,6314
MATH,310,6315
MATH,312,6316
MATH,510,6317
MATH,512,6318
MATH,530,6319
MATH,550,6320
MATH,605,6321
MATH,612,6322
PC,402,6378
MATH,652,6323
MATH,670,6324
MATH,680,6325
MATH,730,6326
MATH,750,6327
MDST,281,6328
MDST,340,6329
MDST,371,6330
MDST,381,4908
MED,602,6331
NCLE,51,6366
MED,671,6332
MED,673,6333
MED,674,6334
MED,675,6335
MED,676,6336
MED,677,6337
MED,678,6338
MED,679,6339
MICR,496,6340
MICR,898,6341
MSE,451,6342
MSE,491,6343
MSE,795,6344
MSE,895,6345
MUSI,107,6346
MUSI,239,6347
MUSI,307,6348
MUSI,308,6349
MUSI,393,6350
MUSI,593,6351
NCAM,8,6352
NCAR,2,6353
NCBM,26,5090
NCBM,36,6354
NCBM,40,6355
PC,405,6379
NCED,45,6357
NCED,68,6358
NCED,94,6359
NCED,98,6360
NCED,112,6361
NCED,161,6362
NCED,162,6363
NCEN,4,6364
NCIS,1,6365
PC,504,6380
NCSS,76,6367
NCSS,78,6368
PC,508,6381
PC,511,6382
PC,514,6383
